	400_vs_60k_in_HPLM_fc	400_vs_60k_in_HPLM_p	400_vs_60k_in_DMEM_fc	400_vs_60k_in_DMEM_p	400_vs_60k_in_HPLM_15mM_Glucose_fc	400_vs_60k_in_HPLM_15mM_Glucose_p	400_vs_60k_in_DMEM_15mM_Glucose_fc	400_vs_60k_in_DMEM_15mM_Glucose_p	60k_HPLM_vs_DMEM_fc	60k_HPLM_vs_DMEM_p	400_HPLM_vs_DMEM_fc	400_HPLM_vs_DMEM_p	60k_HPLM_vs_DMEM_15mM_Glucose_fc	60k_HPLM_vs_DMEM_15mM_Glucose_p	400_HPLM_vs_DMEM_15mM_Glucose_fc	400_HPLM_vs_DMEM_15mM_Glucose_p
L-Asparagine	0.8789450809561675	0.0020271691591847545	-2.402748219601342	0.006648476270922548	0.9947819649318342	0.00023195214043527705	-1.5501224040196657	0.00020023899543720954	2.460327051092579	0.008677414947842023	5.742020351650089	0.0008086216801606465	2.105011945438603	0.00487373861916743	4.649916314390103	0.0005822359727933987
L-Aspartic acid	0.6166028106182528	0.0017269214679182746	-0.21689833874085704	0.28017967940081373	0.7552576206734681	0.0038714955372817455	-0.44555923710891576	0.1782483502052818	2.422600865922716	0.0009076354551013459	3.256102015281826	0.00019185898548677768	2.0220339325372194	0.0007870944509594979	3.2228507903196038	4.622202677091029e-07
Adenosine triphosphate	-0.24829068111680386	0.5406430091584801	0.09545273821196824	0.6806026352146326	-0.9701672334052631	0.0020494872128487	-3.176481071798076	0.007706500677299505	1.1031004232104071	0.09239863117764659	0.7593570038816352	0.12856979953221068	-1.2526349342376875	0.014143792085206157	0.953678904155125	0.03353119433864157
Cytidine	0.3962146754513234	0.0015912994573666862	0.9907440233456849	0.008088755366850794	1.105308229145421	0.001116904988315518	0.7958025204619121	0.0005658929528604786	-0.045232734155784604	0.30057269887417265	-0.639762082050146	0.009787367108095893	-0.1797842959191655	0.2528243650076354	0.12972141276434299	0.0642619122061796
Carbamoyl aspartic acid	1.0072696808655006	0.0019500751408268577	1.577220565647511	0.0007310875112423425	0.9723039339335073	0.12573818063773104	0.756781886773336	0.08029979370310322	0.2039370218767802	0.43376015410637137	-0.36601386290523025	0.014391401046219625	-0.3062958168372761	0.23280189916625657	-0.09077376967710465	0.8043340728762535
L-Carnitine	0.46023698677450364	0.0018775092562019057	0.3810938116148321	0.1640592936100972	0.5562315068900775	0.0011533089662790362	1.0922843078481566	0.001735883210762942	4.859212400547956	5.796883234924623e-05	4.938355575707628	0.0002764939352112631	3.7971603608021174	0.00018039495277384374	3.261107559844038	0.00040838978313580837
Choline	0.6601058644917706	0.000492745204249662	1.0919869124344714	0.0057861586360729	0.766694439661289	0.00044354570616033447	1.0669325648629489	7.14995662402129e-05	0.1937985489951401	0.01614393334781633	-0.2380824989475609	0.051350511911185906	0.36998556897729096	0.008618342802524116	0.06974744377563125	0.08449525419522876
Citrulline	1.111676108491005	0.009004108765486346	-0.25320954037002674	0.11794173066268389	0.8716220405148594	0.01918655874002918	0.16535365874244276	0.13648306120774556	3.8646984701870877	0.002164313529614141	5.229584119048119	0.004429771638918738	3.304280222661575	0.00044551457667419753	4.010548604433992	0.005206491905033942
Citrulline	0.10131422078872854	0.5991790888244364	0.045156954208695026	0.753718415936885	0.1329260841645941	0.45509223155061046	0.9659488343762681	0.004706175718874663	7.776192086504146	0.0004460137455307841	7.8323493530841795	0.011764555353212844	5.9124310082982205	0.001299280776131989	5.079408258086547	0.009301097823580266
Creatine	0.336090906349298	0.0031393335516888905	0.6027451855634569	0.025252261714793424	0.40779278004750535	0.003664354318209276	0.8540397084875009	1.4405485660431906e-05	4.507691693089029	0.0007502139097830491	4.241037413874871	0.0005507829685498778	3.581363869632471	0.0003083576386476007	3.1351169411924755	0.0008188071039177005
P-Creatine	0.9576400751878286	0.00021448997634033494	1.341588911703304	0.004866769082378567	1.0293708726283333	0.002225160580972071	1.7164119854177828	2.0832791893562056e-05	2.0673057020064536	2.384485746588282e-06	1.683356865490978	9.221502966254895e-06	1.4896151023966715	2.507813881887843e-07	0.8025739896072217	0.0022421097815402227
Creatinine	0.5945978599228762	9.441435066002465e-05	0.4524489546390471	0.2482092686159435	0.628932224649452	0.0008260815098893167	1.0763882372432894	0.0036872082800023733	5.319198856162537	0.0004908216775423051	5.461347761446366	9.581945710573878e-05	3.883004777262285	0.0001512233474908196	3.4355487646684475	0.0003559693362239437
Cytidine triphosphate	-0.0026691290472665254	0.9957264239157136	0.5570405629399584	0.17379215898131473	-1.4631491217638253	0.005687223896183657	-5.165097488321425	0.01010627132089414	2.0605223736711133	0.09943992247322181	1.5008126816838883	0.06164299456231509	-0.9385524813723973	0.028940810127861916	2.7633958851852025	0.07222289243126732
L-Cystine	2.4126557954658465	0.0019385192403253869	2.127250563814061	0.0002603893420626871	2.182050691814611	0.0018835760956912024	2.534901258418129	0.0005909219948433238	-1.7855391519022639	8.469593619814989e-05	-1.500133920250478	2.0155434802781405e-05	-0.6956206740856926	0.005186905506807019	-1.0484712406892107	8.464019878241126e-05
Cytosine	0.8959406520607547	0.06649635587289009	1.1067700311707944	0.3785402731342742	1.3437326731261094	0.030787149112002817	0.7496922615933943	0.37038470419544345	0.7864716307993548	0.13639082498277819	0.5756422516893149	0.42238679030819903	-0.07125525148200021	0.8807808267537424	0.5227851600507151	0.35088530584740507
Deoxyadenosine	-0.06459820740324557	0.9188605456817136	0.7007886488345211	0.009987421196159585	0.5037740624246106	0.41926954374690695	0.0976208364090194	0.5646768806158738	1.2348769274926241	0.2636096873927108	0.4694900712548575	0.10082477130921755	0.7486097228053233	0.2380731111499843	1.1547629488209146	0.17726994259340126
Deoxycytidine	0.17727205326265794	0.042905226170922274	0.7534500013697221	0.0001948083673207589	0.34298209626336795	0.11021688604360895	0.5307740947092149	0.06534387954396666	1.4181922858210156	0.00038848136242353425	0.8420143377139516	0.002366349457073528	1.3549708706339951	0.0011345922727511043	1.1671788721881484	0.016703480663456068
Thymidine	0.5126548554015333	0.001908316481157981	0.7592017221777968	0.027718317908948714	0.5751115462310856	0.028339825943049207	0.5605486358085847	0.0701129817295404	0.843510173574466	6.217381166603205e-05	0.5969633067982025	0.01062387182239878	0.8421266097294422	0.03686947712187324	0.8566895201519432	0.0011886266404117158
Deoxyuridine	1.0746887813583137	0.009708479561039244	1.5766177824464478	0.0045909145986931365	1.1487541048446077	0.023340050689526586	1.411649824118658	0.015266409714644581	0.5390649221800328	0.006257088559451373	0.03713592109189836	0.7853880999511248	0.6993266766003732	0.14559353800057456	0.4364309573263231	0.13746047359732044
Fructose 1,6-bisphosphate	-0.2513958308160881	0.681185137722308	1.1701583985490154	0.0490026729615246	-2.3393512632659754	0.005284785979556862	-4.031394398722207	0.001646177364164555	-0.7417605107450691	0.1765135459925947	-2.1633147401101724	0.03282859028951563	-1.2440760101688408	0.0006738477887954459	0.447967125287391	0.4480179085769413
Folic acid	1.18830055794097	0.00034195501633012374	1.3195554381324883	0.00207370059001917	1.1063947154927098	0.00019809430735455693	1.3181112660110048	0.0037912212425621175	-3.8178407402737626	0.0019293378650393287	-3.9490956204652807	0.002195508060228316	-3.803687447939537	0.004174856515482021	-4.015403998457832	0.003789747897991226
D-Fructose	0.8396272195900905	0.0004900836973716831	0.7060057889031356	0.004147831355032084	0.8389920730922751	0.0005466922449069824	0.4693551570778905	0.05211267233612078	4.662635040705295	0.0010780602810419807	4.79625647139225	3.22401638679249e-05	4.3839306768132165	0.0006349311701896747	4.7535675928276016	0.0006357450284662931
Guanosine	-0.6761637939457843	0.1185032487991128	-0.49193566529801896	0.11486688401420592	0.4392942345356702	0.0515413377261945	0.12459257269115222	0.7563230995117338	0.6821746945785435	0.12856782086975466	0.4979465659307784	0.18940468999544133	1.1584691474969717	0.01179815705186323	1.4731708093414897	0.0024603075657159577
Glucose-6-phosphate	-0.9197782583213933	0.12417015566436093	-1.2169086837254623	0.004223344906066967	-0.32511838407384175	0.03707488991958778	-1.0918569071425415	0.004775610739871517	0.7565707029242371	0.15962830054944724	1.0537011283283062	0.003898845902895507	0.4071883801380266	0.02174002621126969	1.1739269032067263	0.002944979914465363
Gamma-Aminobutyric acid	-0.5261259826900164	0.02770815468279521	-1.116184036995535	0.05811525080303313	-0.6518617189450985	0.05096735853291482	-1.116911149997668	0.02394711506246726	1.7020364431824424	0.001982998300396618	2.292094497487961	0.004230984326479936	1.543372638826728	0.014367805897672462	2.0084220698792974	0.007385134221496915
D-Galactose	0.527474730948036	0.0060442236566050755	0.8844981874647867	0.0001967374911726477	0.4079264470515826	0.004156594931176258	0.687990040803777	0.00027669867027079777	-0.275091996990907	0.039333296788223455	-0.6321154535076576	2.646266056346514e-05	0.2819165242813858	0.030270359110074523	0.001852930529191461	0.9683004338524752
D-Gluconate	0.34877655141544844	0.003511633016337504	1.3459551498251046	2.023252903720348e-05	0.7849849084501126	0.003843625887637077	1.633299794565047	0.020790264060687905	1.0426135106267709	0.00012663733521802646	0.045434912217114654	0.22125419958322323	1.9116351017608892	0.014025987356713619	1.0633202156459551	0.0013564472047095583
N-Acetyl-D-glucosamine	0.10068303627312866	0.584109332193836	0.721665663320702	0.060098067242777116	1.0751395581262735	0.004924121000858789	1.1736999201268337	0.002343730725762067	0.6561666551943433	0.047825637883086074	0.035184028146769596	0.8612650380624788	0.856737572911551	0.01054793827333575	0.7581772109109909	0.007706034318406455
N-acetyl-D-glucosamine 6-phosphate	-0.2863747119121337	0.7350126837161719	-2.0967409170868443	0.001923993371901025	-2.1349697933532474	0.0024410609453136057	-0.7902072872923369	0.21622053409864472	-1.006587110479239	0.18076586942199002	0.8037790946954714	0.3692370241562225	-0.8606620280617258	0.11364632059359098	-2.2054245341226366	0.18214174644658856
Glutamine	-0.6766347984415362	0.03552124501219004	0.20909398789640313	0.2683016970297549	-0.7386634910598564	0.00946543843477522	0.18141754243664412	0.18407758373092267	-1.2065002689983422	0.0005274850651977665	-2.0922290553362815	0.008024826572600296	-1.1529559055272156	0.0001853917763325952	-2.073036939023716	0.00272748380004059
L-Glutamic acid	-0.07822443138225603	0.4039819851175389	-0.5627988228776937	0.0015608678437391947	0.10639704721383114	0.3847917886640564	-0.5314157890981605	0.010163129472866603	0.8460490434627715	0.0006175825713250159	1.330623434958209	0.0035928751964326407	0.4553620293290448	0.045388270405450355	1.093174865641036	0.0003326342072918326
Glycine	0.07209848582502466	0.485092738334417	0.5738998256988953	0.02088965021758583	0.02583256343812955	0.7166080935435903	0.46446379205332444	0.01554254938360625	1.1041359467267595	0.0041175580177852614	0.6023346068528889	0.00654877960653788	1.16455454608542	0.0029948182698510584	0.7259233174702253	0.0009364080731618055
Glycerol	1.0208840649837454	0.01377434066245664	0.12924902560411777	0.8887267956791624	0.8402425629982264	0.026590578130953987	1.6505531406794243	0.02408498676490637	4.648109596768213	0.009663978544541308	5.539744636147841	0.00809273484484291	3.665579869133802	0.007524326680020177	2.855269291452604	0.009971473760463163
Guanosine monophosphate	-0.6794369235696432	0.4189970069851541	-1.7758017590612438	0.04840720633639701	-1.1306905028303875	0.1768502289716427	-1.4210239499225041	0.13699967586726086	0.3332269399110585	0.5944121792897382	1.429591775402659	0.286405049285278	-0.2865140282682636	0.6340516604203449	0.0038194188238530793	0.9935367054023281
Glutathione	-3.544771503524364	0.13983264935705625	-3.197381307847361	0.14785221869905016	-3.1369430994970395	0.09209361811056996	-4.62461616861531	0.16090795804429361	1.6338148333380629	0.21393359658815628	1.28642463766106	0.24071553476550925	0.7490654077362279	0.36071774590974726	2.236738476854498	0.09299750394750281
Glutathione disulfide	-2.6821649314304934	0.15312754808626877	-1.3638990715952746	0.2451978190711261	-2.249701294680819	0.11000537109892676	-2.6108506917065	0.17469600833271604	0.5406223182443393	0.5383545862893259	-0.7776435415908793	0.45033796431941603	0.47672225315139877	0.5329536369558308	0.8378716501770802	0.21616700194961475
Oxidized glutathione	-0.8753621364816773	7.193048783131373e-05	-1.8288703472260341	8.43260958996195e-05	-0.8859793507016627	0.0001363734719951971	-1.9788695095902207	0.0024246135408526022	1.0887111398418372	0.0006863859868664892	2.0422193505861945	0.0015987122872621869	0.308245135955994	0.009848870762200111	1.4011352948445521	0.0036530137572878918
L-Histidine	-1.1120244497285408	0.14657097407791841	-2.5075947924967474	0.0002633757769586956	-0.5276542255880362	0.27916458800181937	-2.5867475936257986	0.00017392361814052928	-2.614640020750439	0.00012135986311527943	-1.2190696779822328	0.05275673199228023	-2.9581629763250614	1.934850768930552e-05	-0.8990696082872992	0.007977778465059203
Homocysteine	1.3208151620117858	0.0021625093656073677	0.35645620025782965	0.027834844916409925	1.163305576785706	0.001166834193310608	1.3769002574220168	0.00011075363928966992	7.479729264528688	1.6427444323742344e-06	8.444088226282643	0.0007876031119082598	6.350817606547053	0.0023587468161776035	6.137222925910741	0.0016955342151880675
Thiosulfuric acid	0.9908118840323704	0.00975292993008891	1.1178113219396337	0.05301152637656441	-0.16810548124816657	0.7657423754277817	1.0764762792261227	0.005521794873726712	-0.3377538686873018	0.33981970457047367	-0.4647533065945651	0.20726615230775555	-0.1822780135117418	0.6789107830311284	-1.426859773986031	0.008055604613871916
Hypoxanthine	1.2887025502354899	0.007135156541545304	3.1669349915631275	0.000453033236663923	1.179666173852858	0.005140995740115097	4.3435914893970375	0.0006829311597944892	9.769008573871691	0.023876891043046203	7.890776132544052	0.007674263884650947	8.89509167158357	0.028088808976498292	5.73116635603939	0.0038398061912538993
myo-Inositol	0.41787854180727535	0.008253092788512889	0.07697355625491065	0.632489462426217	0.37430983704369925	0.008310742807606653	0.08294472758766758	0.3666266989454093	1.0943694580285535	0.004018977071375575	1.4352744435809184	0.00019146618723770207	0.967708500916812	0.0002769985005730516	1.2590736103728437	0.0005939357398336802
Lactate	0.8174262435869153	0.0008368544322056781	0.8921748278402416	0.0002841444781422748	0.8268055524385617	0.013307947017271221	1.107647096275942	0.0009851977403708978	3.246703133534934	0.0017749252144877994	3.1719545492816077	0.0013814512850148961	2.962640717294575	5.682832453556122e-07	2.6817991734571947	0.0033749148219833387
Leucine	0.5287196515858414	0.0023880415694936996	0.8343825760463477	0.0003563508257005434	0.7307636191044402	0.0002496369026701589	0.847726900872884	0.002888578251355442	-1.5996725924927713	0.0002075999698956921	-1.9053355169532773	0.00023066937307833233	-1.1498464477778727	2.1804967399602703e-05	-1.2668097295463165	0.00151149707372557
L-Lysine	0.9884153789359177	0.003032760769042614	1.2788137140718736	9.288614470385384e-05	1.0889086043193428	0.0006118657888659235	1.310586107835075	0.00027492824713437066	-1.6086769522792006	0.00015877266271035028	-1.8990752874151566	2.419272944274616e-05	-1.3845283891367837	9.07176174661471e-05	-1.6062058926525156	6.519897313585893e-05
Malate	-0.1466889379619243	0.10956225256196477	-0.7370980915382103	0.014036738520569983	-0.17417035781314852	0.1028963232060102	-0.8170221216345878	0.004044131967189775	0.5985751686496721	0.002067779358980435	1.188984322225958	0.0036435684286587294	0.2176200483061189	0.0625710541319168	0.8604718121275583	0.0038851549690075123
L-Methionine	0.6040206202467687	2.009136611497012e-06	0.930854393307774	0.0013544866929304504	0.6941560049502898	3.2817415029132343e-06	0.95707439400878	0.00033054106574870727	-2.2579474448468333	2.7872388701053522e-05	-2.5847812179078384	0.0005645265267958733	-2.1386204753803466	0.0005245526429136244	-2.4015388644388365	2.3814110535124837e-10
NADH	-1.0069883164350548	0.003989324174715384	-1.3861492311942394	0.01102526308736917	-0.9767521072857764	0.0098161377093114	-1.4719606615227727	0.005637311147334053	-0.11053106371225191	0.4539247066696319	0.268629851046933	0.11284034698448502	-0.3077373747771148	0.06296555831134726	0.18747117945988154	0.15487252123867276
NADH	-1.1130599344393004	0.0026434844282786415	-1.2195775829026572	0.0017924906419972467	-0.8644456914977819	0.021365556696708376	-1.87910058106558	7.276889294964273e-05	0.32714681621212555	0.015442373232366127	0.4336644646754825	0.06674187703332532	-0.10126243098875734	0.5204397259192929	0.9133924585790406	0.01940005433459122
NADPH	-1.2403994440141144	0.08992338595947069	-0.43481970877912585	0.3326294712403571	-0.5272931652471855	0.3333004233614474	-0.9991755572579606	0.022554604732703754	0.35612123077757707	0.43073831517595185	-0.44945850445741126	0.21911942980063723	-0.9116207891781858	0.05564891835569408	-0.43973839716741076	0.32405873455318124
NADPH	-0.9008435060042321	0.017987703451524627	-0.651318779934812	0.10538789503401833	-1.6959591341855675	0.013711059919813603	-2.0096943266385616	0.028190060873933952	1.26006975814151	0.0010236028048274393	1.0105450320720897	0.07382386873825329	-0.5592628898764289	0.12296447840086908	-0.24552769742343494	0.2976577246328417
Niacinamide	0.5401551128653379	0.0004207353925969542	0.7666431317852305	0.0007057498794655201	0.6350207831203297	0.002682057708091387	0.8312498608925616	4.2272639628744756e-05	-1.4073737373972932	0.0008466528815884838	-1.6338617563171853	0.0010916278659218626	-1.1946344548351382	0.0014346628361271738	-1.3908635326073702	5.3667923526927885e-06
Ornithine	1.0375118294507297	0.003527420905303131	1.1513100292952396	0.02124240959818632	1.0798689690948233	0.0008615362134802315	1.42503674157674	0.018638291511945564	3.0118913203057476	0.003160368474888079	2.8980931204612377	0.002455575176820816	3.1383644900225978	0.009647150139857542	2.793196717540681	0.0010726276733006713
Orotidine	-0.7886332970954356	0.00021165566546482955	-0.3440196650188811	0.12883146556180003	-1.4610359344819717	0.010371135581708584	-1.1485933056897315	0.005364244861618148	4.881221711063388	0.0003531270748894369	4.436608078986834	0.000446898392274397	4.298211357256565	0.005061055872088788	3.985768728464325	8.111374801945862e-05
Phosphocholine	-0.6017087918992974	3.256304486395683e-05	-0.6469594830954305	0.00605498652708815	-0.6956178965988828	8.619123316915983e-05	-0.8319111186676463	0.015584107557514729	0.7696625427940982	0.00021503130175568215	0.8149132339902312	0.0010792390492896443	0.4061015284337742	0.021818551580187064	0.5423947505025374	0.0009643058178198343
Phosphocreatine	-0.6212962118653881	9.88936956741044e-05	-0.7429871607374361	0.004011600730407917	-0.6198415975235794	0.0005120176823722939	-0.8625161925912262	0.00043368286139613374	2.435583461063722	2.5819296152466524e-05	2.55727440993577	0.0001348627947529928	2.091489781121511	0.00014783018628467695	2.334164376189158	0.0016928632617845827
Phospho-EtA	2.553186604931587	0.00034443627554359786	0.5988229934783139	0.05025621105162666	3.072695303942723	0.0003092284465142181	0.44822425559573004	0.02224197672649257	-1.7846857044035689	0.032515558598475845	0.16967790704970429	0.11604779335152712	-2.0387008335201453	0.008173711614296945	0.5857702148268479	0.00044548112276663595
Palmitic acid	0.5131381425951687	0.05259243466213527	0.1625707787553404	0.20183365588841992	-0.12853672949973716	0.38037860615257935	0.14674533812894003	0.6279721271216903	-0.28078685850720936	0.10963900804963626	0.06978050533261886	0.5813250366917639	-0.5297457757296606	0.058913860266024506	-0.8050278433583378	0.11174937012997613
Pantothenic acid	0.4521121100886524	0.0007731143957153877	1.5073042453085446	0.002179310169436293	0.7424759503876537	0.0004520121618626835	1.5289818499240462	0.0002608065682739438	-3.5582019754921084	0.0001222953706971718	-4.613394110712001	0.0011480242361776014	-3.3616312428318613	0.0006096186821168697	-4.148137142368254	0.0005363537614883387
L-Phenylalanine	0.789107258854921	0.0004051607716229833	1.0140623195995098	0.001283043849479444	0.8822473305192431	1.717560577744531e-05	0.9946333845678049	0.0011846543604336018	-1.4655674632613958	3.7957645892971644e-05	-1.6905225240059845	0.00065070210624676	-1.2789251435186249	3.056516769830931e-05	-1.3913111975671868	0.00040124066770518615
phosphate 	0.2470039163945885	0.21579896399379342	0.23103238608428153	0.1292672128863827	-0.3767368442313658	0.06321850563639936	0.27323960087322247	0.10113531105075237	0.48966674132732235	0.002791384575092211	0.5056382716376294	0.060897156382325124	0.37355848480455317	0.027337378990503942	-0.27641796030003496	0.14939597035120986
Proline	0.6383434363351438	0.00014846387888585376	0.6333801856801539	0.02991860889403545	0.7066506430009264	5.7272542932387555e-05	1.0375811266308907	5.0081330818392256e-05	4.16929725896669	9.704353117445863e-06	4.174260509621679	1.3254855360133094e-05	3.8347577533599653	0.0002738663623049772	3.503827269730001	0.0002325324233775138
Proline	0.9847931875946248	0.016075482898076688	1.5250140141223933	0.1610168733726167	1.2047732826906683	0.006951360292879584	1.7376661596254177	0.027439968242217304	5.65479656800746	0.00010186840453471814	5.114575741479691	0.0038448517350358493	4.710064110694191	3.3637065845421634e-05	4.1771712337594415	0.0021894172243038623
S-Adenosylmethionine	-0.22718172572088505	0.010765509212077565	0.9692639183447004	0.019405493751672536	-0.20709739111534775	0.07689166717846267	0.47476888914761994	0.04511690794051953	0.6586085097353088	0.0003924383444404527	-0.5378371343302766	0.050756884819778816	0.29727937551805267	0.14558581643517768	-0.3845869047449151	0.037054842579250555
L-Serine	0.6041518083446882	0.06980866047371889	-0.820282295319298	0.03349032635004534	0.8756633629251517	0.006847267955146251	-1.0753897216203705	0.00705283827897452	-3.0653384420674255	0.011525125464601719	-1.6409043384034392	0.01907799804558516	-3.244582113129678	0.003805348159939114	-1.2935290285841559	0.005442875097452171
Sorbitol	0.19290098079491833	0.08458378034605844	0.4929792237712958	0.0004170898259465093	-0.1091146193352024	0.3385424733134226	0.06839688145153433	0.42316146413386446	0.7447559466228515	0.008145888515111268	0.4446777036464741	1.2243378421807283e-05	0.5114835632701722	0.0014317503953544016	0.33397206248343553	0.06345655276739463
